6,12,60
17,21,1353
24,31,6736
10,36,1298
23,26,4357
27,29,7308
14,39,4114
13,16,832
10,31,1054
17,26,1933
24,36,10005
6,15,98
20,39,7921
13,29,1290
17,19,1151
20,30,6340
13,20,1012
27,27,9142
14,37,4329
6,23,132
10,38,1537
23,28,5355
17,17,843
6,24,202
14,30,2000
20,37,7549
13,27,1232
17,28,2259
24,38,11402
13,18,529
18,34,4956
34,38,25021
9,38,1238
30,37,21238
18,33,7639
30,30,13498
28,32,11055
9,36,1204
30,39,21739
34,36,21141
9,31,697
28,35,13751
20,36,8865
13,26,1307
14,31,2847
6,25,298
13,19,796
17,29,2782
24,39,11694
6,22,112
14,36,3762
20,31,5583
13,21,735
10,39,1713
23,29,5648
17,27,2454
24,37,10215
10,30,913
6,14,54
13,17,403
17,18,899
20,38,7208
13,28,1284
6,13,36
10,37,1321
23,27,4545
17,20,1195
24,30,6065
27,28,7551
14,38,4406
28,34,11453
9,30,580
30,38,19054
9,37,1369
28,33,12350
6,40,998
34,37,24160
18,32,5219
30,31,13251
34,39,28549
18,35,11694
30,36,18693
9,39,1815
15,31,3050
12,26,2208
21,36,8743
16,16,655
7,25,288
12,19,496
25,39,12888
16,29,2408
7,22,212
12,21,535
21,31,5197
15,36,3421
26,26,6509
22,29,4921
11,39,2027
11,30,1186
25,37,11266
16,27,1948
7,14,76
12,17,404
16,18,893
12,28,1072
21,38,8322
7,13,70
25,30,7597
16,20,1466
22,27,4599
11,37,2397
15,38,5728
26,28,7898
29,34,14033
8,30,1251
8,37,924
31,38,27468
29,33,13275
7,40,1110
35,37,23559
19,32,4194
31,31,11704
35,39,26132
19,35,5405
8,39,934
31,36,16803
7,12,52
22,26,3746
11,36,1700
25,31,7297
16,21,1314
15,39,5154
26,29,7553
12,16,352
25,36,13963
16,26,2020
11,31,1394
7,15,102
12,29,1138
21,39,8458
16,19,998
15,37,3632
26,27,5949
12,20,518
21,30,4438
7,23,234
22,28,4375
11,38,1717
16,17,714
7,24,239
12,27,1048
21,37,7357
15,30,2121
25,38,11022
16,28,2183
12,18,458
19,34,4941
35,38,24111
31,37,17215
8,38,930
19,33,4504
29,32,10958
31,39,21787
8,36,786
35,36,21605
8,31,581
29,35,12931
11,40,2116
40,40,38529
8,13,92
19,20,1547
25,40,13424
6,8,27
19,27,3279
8,14,114
32,35,16122
8,22,294
19,29,3441
32,32,13127
