6,12,61
13,16,56526
6,15,31
6,14,25
6,13,20
16,16,568836
7,14,57
7,13,26
7,12,61
12,16,22102
7,15,56
8,13,71
6,8,8
8,14,176
6,6,2
15,15,91601
8,9,61
11,13,6698
11,14,1713
6,7,3
8,15,151
6,9,8
8,12,49
11,15,2648
11,12,1878
8,8,114
9,15,536
9,12,303
10,15,1819
10,12,558
14,14,34348
9,13,153
9,14,205
14,15,38464
10,13,651
10,14,2338
7,8,9
13,15,22897
6,16,32
6,11,24
9,9,52
7,9,15
7,7,7
13,13,13276
6,10,8
13,14,21146
12,13,6520
7,10,33
12,14,4125
12,15,12820
7,16,60
7,11,18
12,12,4675
15,16,171361
8,10,70
11,11,514
11,16,8056
8,11,55
8,16,224
10,11,276
10,16,864
9,11,201
9,16,395
14,16,47096
10,10,457
9,10,96
