10,10,171
10,11,311
10,12,340
10,13,2174
10,14,407
11,11,491
11,12,1180
11,13,973
11,14,1525
12,12,2590
12,13,1306
12,14,3758
13,13,5195
13,14,6056
14,14,16344
6,10,7
6,11,16
6,12,19
6,13,13
6,14,35
6,6,3
6,7,15
6,8,15
6,9,24
7,10,18
7,11,23
7,12,40
7,13,34
7,14,104
7,7,12
7,8,11
7,9,24
8,10,35
8,11,71
8,12,93
8,13,174
8,14,54
8,8,57
8,9,39
9,10,49
9,11,101
9,12,160
9,13,104
9,14,272
9,9,53
