6,12,53
17,21,3843
24,31,10878
10,36,6270
23,26,13863
27,29,25573
14,39,12027
13,16,931
10,31,2117
17,26,4827
24,36,20275
6,15,117
20,39,11764
13,29,2990
17,19,1695
20,30,15342
13,20,2366
27,27,16507
14,37,5444
6,23,143
10,38,2558
23,28,8233
17,17,1327
6,24,195
14,30,4490
20,37,14828
13,27,2782
17,28,3622
24,38,18409
13,18,1149
18,34,7914
34,38,51673
9,38,2238
30,37,49693
18,33,9615
30,30,21795
28,32,17036
9,36,1464
30,39,47200
34,36,46308
9,31,859
28,35,21075
20,36,10196
13,26,2353
14,31,5031
6,25,182
13,19,890
17,29,4308
24,39,21087
6,22,288
14,36,4487
20,31,9854
13,21,967
10,39,2485
23,29,15186
17,27,5342
24,37,28071
10,30,1546
6,14,185
13,17,694
17,18,1046
20,38,14106
13,28,1545
6,13,50
10,37,1599
23,27,6914
17,20,3099
24,30,8535
27,28,12173
14,38,3579
28,34,16815
9,30,650
30,38,34896
9,37,1311
28,33,20102
6,40,559
34,37,34097
18,32,5437
30,31,14928
34,39,39829
18,35,7358
30,36,22312
9,39,2308
15,31,4196
12,26,3269
21,36,11911
16,16,1188
7,25,470
12,19,714
25,39,20957
16,29,3578
7,22,153
12,21,646
21,31,6125
15,36,6121
26,26,5548
22,29,6621
11,39,2344
11,30,1589
25,37,16457
16,27,2324
7,14,54
12,17,385
16,18,1033
12,28,1205
21,38,10512
7,13,69
25,30,9118
16,20,1511
22,27,4465
11,37,1559
15,38,4437
26,28,10472
29,34,21138
8,30,689
8,37,1203
31,38,33702
29,33,17342
7,40,1151
35,37,38589
19,32,8526
31,31,16978
35,39,36546
19,35,10590
8,39,858
31,36,33164
7,12,78
22,26,7127
11,36,2109
25,31,12534
16,21,1468
15,39,7460
26,29,11503
12,16,414
25,36,18163
16,26,2896
11,31,1977
7,15,119
12,29,2329
21,39,11893
16,19,1801
15,37,6225
26,27,12199
12,20,640
21,30,5804
7,23,199
22,28,7137
11,38,3592
16,17,1178
7,24,439
12,27,1705
21,37,8170
15,30,4355
25,38,25248
16,28,6539
12,18,1178
19,34,7666
35,38,30682
31,37,19837
8,38,1022
19,33,5710
29,32,12760
31,39,23111
8,36,975
35,36,32743
8,31,567
29,35,28301
11,40,3537
40,40,52545
8,13,653
19,20,2870
25,40,31276
6,8,11
19,27,4322
8,14,315
32,35,25912
8,22,1113
19,29,6885
32,32,33047
6,6,17
8,25,1490
7,39,1051
16,35,5698
25,25,6412
11,22,796
22,32,16248
15,15,1084
11,25,1752
22,35,11560
16,32,5592
8,40,1761
35,40,40193
21,24,4713
12,34,2991
8,9,66
26,33,12810
15,23,1391
7,37,713
11,13,213
11,14,232
7,30,388
26,34,13682
15,24,2101
21,23,3949
12,33,3929
32,33,21195
6,7,9
21,40,9159
19,28,5527
8,24,309
15,40,5032
32,34,25686
8,23,706
19,19,2313
19,26,2829
8,15,128
6,9,17
29,29,9040
8,12,61
19,21,1537
21,22,2457
12,32,1514
26,35,10226
15,25,2065
11,15,321
7,31,386
7,36,549
11,12,138
8,8,25
26,32,9845
15,22,1289
21,25,3796
12,35,2653
16,33,3330
11,24,675
22,34,7049
7,38,572
31,40,24326
11,23,675
22,33,6702
16,34,3586
33,33,17434
20,40,18236
18,28,3893
9,24,1012
14,40,5916
33,34,22585
9,23,495
18,19,1537
18,26,2772
9,15,186
28,29,11634
9,12,133
18,21,1732
14,25,1917
27,35,16668
13,32,2310
20,22,4175
10,15,271
6,31,353
6,36,498
10,12,259
13,35,3384
20,25,4623
14,22,1187
27,32,13199
23,34,10529
10,24,587
17,33,6679
14,14,401
6,38,405
30,40,27457
24,24,4798
17,34,4618
23,33,9407
10,23,489
10,40,2259
28,28,9275
9,13,103
18,20,1692
24,40,17048
18,18,1338
18,27,3450
9,14,223
33,35,23508
9,22,489
18,29,3528
9,25,574
6,39,671
23,32,10865
10,22,505
24,25,9141
17,35,5095
14,15,433
17,32,4565
23,35,16857
10,25,807
9,40,2448
34,40,42417
14,23,1764
27,33,11122
13,34,2629
20,24,3081
6,37,416
10,13,163
10,14,204
6,30,266
13,33,3075
20,23,3287
14,24,1262
27,34,12959
18,30,5330
28,38,23339
30,33,16408
23,40,13865
18,37,7554
17,40,7157
30,34,20116
7,8,33
9,32,1255
28,36,29701
28,31,12512
9,35,1161
34,35,22432
18,39,7113
13,15,356
17,25,2568
24,35,10041
10,32,975
6,16,47
6,29,172
6,11,31
9,9,46
10,35,1264
23,25,4083
17,22,1410
24,32,7778
6,27,214
20,34,7614
13,24,1419
14,33,2796
6,18,112
33,40,37324
14,34,2474
20,33,6323
13,23,1448
38,38,43775
6,20,415
9,34,4342
28,30,28338
18,38,8638
13,40,3828
34,34,19935
28,37,18869
7,9,27
9,33,812
27,40,19761
18,36,6260
30,35,25448
18,31,4835
30,32,12402
7,7,17
28,39,25026
