6,12,55
13,16,437
6,15,68
6,14,56
6,13,64
16,16,911
7,14,128
7,13,97
7,12,73
12,16,531
7,15,102
8,13,104
6,8,13
8,14,99
6,6,9
15,15,625
8,9,61
11,13,229
11,14,236
6,7,11
8,15,173
6,9,36
8,12,84
11,15,329
11,12,163
8,8,35
9,15,221
9,12,126
10,15,262
10,12,162
14,14,431
9,13,126
9,14,176
14,15,446
10,13,174
10,14,205
7,8,21
13,15,427
6,16,59
6,11,34
9,9,57
7,9,26
7,7,20
13,13,417
6,10,26
13,14,356
12,13,288
7,10,39
12,14,271
12,15,355
7,16,111
7,11,53
12,12,230
15,16,721
8,10,69
11,11,147
11,16,379
8,11,72
8,16,161
10,11,138
10,16,264
9,11,99
9,16,197
14,16,625
10,10,125
9,10,102
